report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Ladder placed on top of stacked pallets for extra height. Stack collapsed. Worker fell 4 meters. Sustained broken leg. Ladder not secured. Pallets unstable. Improper use of equipment. No fall protection worn.,1,,Unsafe Act,High,SIF,Warehouse,Logistics,1.0,
Worker overcoming machine safety - caught in roller. Machine started while hands inside. Safety gate bypassed. Worker using override key. Removing obstruction quickly. Four fingers crushed. Safety violation.,1,,Unsafe Act,High,SIF,Packaging Line,Operations,1.0,
Incident observation 549: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 1154: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 49: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 79: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 819: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Worker caught between moving machinery and fixed guard. Crushed pelvis and internal injuries. Machine not properly guarded. Worker reaching in to clear jam. Machine started automatically. No lockout.,1,original_trusted,,,,,,,
Incident observation 1024: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 694: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"During material movement, a worker experienced mobile-equipment overturn after they drove a forklift carrying an oversized load. The load capacity and travel route were not checked. Outcome: serious crush injuries. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
"Unsafe work report: a worker drove a forklift carrying an oversized load during material movement. The load capacity and travel route were not checked, creating a mobile-equipment overturn event. Result: serious crush injuries. The hazard was visible before work began.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
"Unsafe work report: a worker worked on a live steam line during planned shutdown work. The line was not isolated and depressurized, creating a steam release event. Result: deep thermal burns. The hazard was visible before work began.",1,original_trusted,,,,,,,
Incident observation 914: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 189: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
Worker reached into moving machine to clear jam. Machine had no guard. Worker's hand caught between rollers. Crushed hand and loss of fingers. Machine operating at high speed. LOTO not applied. Emergency stop not used.,1,original_trusted,,,,,,,
Incident observation 769: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"Unsafe work report: a worker raised a metal ladder near utility lines during normal production. Minimum approach distance was not maintained, creating a overhead-power-line contact event. Result: electrical burns and cardiac arrest. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Incident observation 594: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 719: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1394: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 359: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 79: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
