report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-3204,Digboi Refinery,Contractor oversight visit,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 34 occasions.",1,0.77,High
OIL-UC-3205,Digboi Refinery,Contractor oversight visit,"Ventilation at Battery Room found non-functional for 39 hours, hydrogen off-gas levels not independently verified during that period. (flagged during the night-shift audit)",1,0.65,High
OIL-UC-3206,Duliajan Oilfield,Pre-operation verification,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 175 days ago and not yet reinstated. (flagged during the day-shift handover),1,0.69,High
OIL-UC-3207,Guwahati Pipeline Station,Shift changeover check,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 163 metres of the live line, no OIL representative present to verify line-locate markings. (identified by a contractor supervisor's walkdown)",1,0.72,High
OIL-UC-3208,Digboi Refinery,Routine inspection round,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 117 days for unrelated maintenance, pumps remaining in active service. (raised during a joint HSE-operations inspection)",1,0.72,High
OIL-UC-3209,Jorhat Operations,Pre-operation verification,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 25 days, vehicle still used for yard repositioning. (noted by the on-duty area in-charge)",1,0.69,High
OIL-UC-3210,Guwahati Pipeline Station,Shift changeover check,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 179 hours, dispensing continuing on manual override.",1,0.68,High
OIL-UC-3211,Guwahati Pipeline Station,Audit/compliance walkthrough,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 85 metres of run. (flagged during the night-shift audit),1,0.58,Medium
OIL-UC-3212,Guwahati Pipeline Station,Contractor oversight visit,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 25 hours, crew working directly above the buried cable route. (flagged during the day-shift handover)",1,0.79,High
OIL-UC-3213,Guwahati Pipeline Station,Contractor oversight visit,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 172%, test proceeding as scheduled. (identified by a contractor supervisor's walkdown)",1,0.66,High
OIL-UC-3214,Digboi Refinery,Pre-operation verification,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 138 minutes before being noticed. (raised during a joint HSE-operations inspection)",1,0.63,High
OIL-UC-3215,Offshore Rig-04,Pre-operation verification,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 56 lifts. (noted by the on-duty area in-charge)",1,0.64,High
OIL-UC-3216,Offshore Rig-04,Audit/compliance walkthrough,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 88 hours during active deck operations.",1,0.71,High
OIL-UC-3217,Offshore Rig-04,Emergency-readiness drill prep,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 126 hours, maintenance work continuing aboard. (flagged during the night-shift audit)",1,0.66,High
OIL-UC-3218,Guwahati Pipeline Station,Routine inspection round,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 14 times per shift. (flagged during the day-shift handover)",1,0.6,High
OIL-UC-3219,Guwahati Pipeline Station,Routine inspection round,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 119 metres of the line. (identified by a contractor supervisor's walkdown)",1,0.61,High
OIL-UC-3220,Moran Oilfield,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 114 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (raised during a joint HSE-operations inspection)",1,0.58,Medium
OIL-UC-3221,Offshore Rig-04,Contractor oversight visit,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 53 shifts since. (noted by the on-duty area in-charge)",1,0.78,High
OIL-UC-3222,Digboi Refinery,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 79 days ago, not yet re-enabled.",1,0.77,High
OIL-UC-3223,Digboi Refinery,Contractor oversight visit,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 25 months, tank continuing to receive scheduled fills. (flagged during the night-shift audit)",1,0.66,High
OIL-UC-3224,Digboi Refinery,Contractor oversight visit,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 97 occasions. (flagged during the day-shift handover)",1,0.78,High
OIL-UC-3225,Digboi Refinery,Pre-operation verification,"Ventilation at Battery Room found non-functional for 15 hours, hydrogen off-gas levels not independently verified during that period. (identified by a contractor supervisor's walkdown)",1,0.72,High
OIL-UC-3226,Duliajan Oilfield,Pre-operation verification,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 61 days ago and not yet reinstated. (raised during a joint HSE-operations inspection),1,0.72,High
OIL-UC-3227,Guwahati Pipeline Station,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 26 metres of the live line, no OIL representative present to verify line-locate markings. (noted by the on-duty area in-charge)",1,0.63,High
OIL-UC-3228,Digboi Refinery,Audit/compliance walkthrough,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 35 days for unrelated maintenance, pumps remaining in active service.",1,0.63,High
OIL-UC-3229,Jorhat Operations,Routine inspection round,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 115 days, vehicle still used for yard repositioning. (flagged during the night-shift audit)",1,0.58,Medium
OIL-UC-3230,Guwahati Pipeline Station,Emergency-readiness drill prep,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 32 hours, dispensing continuing on manual override. (flagged during the day-shift handover)",1,0.67,High
OIL-UC-3231,Guwahati Pipeline Station,Routine inspection round,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 124 metres of run. (identified by a contractor supervisor's walkdown),1,0.63,High
OIL-UC-3232,Guwahati Pipeline Station,Routine inspection round,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 28 hours, crew working directly above the buried cable route. (raised during a joint HSE-operations inspection)",1,0.65,High
OIL-UC-3233,Guwahati Pipeline Station,Pre-operation verification,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 37%, test proceeding as scheduled. (noted by the on-duty area in-charge)",1,0.75,High
OIL-UC-3234,Digboi Refinery,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 36 minutes before being noticed.",1,0.8,Critical
OIL-UC-3235,Offshore Rig-04,Audit/compliance walkthrough,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 19 lifts. (flagged during the night-shift audit)",1,0.7,High
OIL-UC-3236,Offshore Rig-04,Scheduled maintenance walkdown,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 168 hours during active deck operations. (flagged during the day-shift handover)",1,0.68,High
OIL-UC-3237,Offshore Rig-04,Contractor oversight visit,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 56 hours, maintenance work continuing aboard. (identified by a contractor supervisor's walkdown)",1,0.74,High
OIL-UC-3238,Guwahati Pipeline Station,Contractor oversight visit,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 159 times per shift. (raised during a joint HSE-operations inspection)",1,0.68,High
OIL-UC-3239,Guwahati Pipeline Station,Routine inspection round,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 24 metres of the line. (noted by the on-duty area in-charge)",1,0.61,High
OIL-UC-3240,Moran Oilfield,Contractor oversight visit,"Telescopic mast assembly at Telescopic Mast Assembly found with 152 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",1,0.66,High
OIL-UC-3241,Offshore Rig-04,Emergency-readiness drill prep,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 82 shifts since. (flagged during the night-shift audit)",1,0.61,High
OIL-UC-3242,Digboi Refinery,Routine inspection round,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 167 days ago, not yet re-enabled. (flagged during the day-shift handover)",1,0.63,High
OIL-UC-3243,Digboi Refinery,Contractor oversight visit,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 155 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",1,0.71,High
