report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-3128,unsafe conditions,14-08-2026,Digboi Refinery,Effluent Treatment Plant,Shift changeover check,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 64 days for unrelated maintenance, pumps remaining in active service. (flagged during the day-shift handover)",Critical,1,0.66,Emergency Response,Thermal,Absent - fire suppression barrier disabled while the hazard source remains live,Uncontrolled fire in the pump house given wet slop-oil vapor accumulation,Restore suppression system or take pumps out of service until it is back online,Slop-oil pump house near Effluent Treatment Plant found with its fixed,Open
OIL-UC-3129,unsafe conditions,30-12-2025,Jorhat Operations,Fire Station,Shift changeover check,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 102 days, vehicle still used for yard repositioning. (identified by a contractor supervisor's walkdown)",Critical,1,0.61,Line of Fire; Safe Driving,Mechanical Motion,Absent - reversing-hazard controls non-functional on an emergency-response vehicle,"Ground personnel struck during a reversing manoeuvre, potential fatality","Repair reverse-alarm and camera before further use, assign a spotter until fixed",Fire tender at Fire Station found with its reverse-alarm and rear came,Open
OIL-UC-3130,unsafe conditions,02-12-2024,Guwahati Pipeline Station,LCNG/LNG Dispensing Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 53 hours, dispensing continuing on manual override. (raised during a joint HSE-operations inspection)",Critical,1,0.8,Process Safety,Chemical/Process,Absent - leak-detection barrier down during continued dispensing operations,Undetected LNG/LCNG leak causes a vapor cloud fire or cold-burn exposure,"Suspend dispensing until sensor is repaired, do not rely on manual override",LCNG/LNG Dispensing Station found with a cryogenic leak-detection sens,Resolved
OIL-UC-3131,unsafe conditions,15-06-2026,Guwahati Pipeline Station,220kV Cable Trench (RCC),Emergency-readiness drill prep,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 176 metres of run. (noted by the on-duty area in-charge),Critical,1,0.7,Energy Isolation,Electrical,Absent - fire-barrier segmentation missing along a high-voltage cable route,"Cable fire propagates unimpeded along the trench, extended power loss and fire escalation",Install fire-stop sealing at the joint bay before the trench is closed up,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joi,Open
OIL-UC-3132,unsafe conditions,26-08-2026,Guwahati Pipeline Station,Pipeline ROW River Crossing,Contractor oversight visit,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 120 hours, crew working directly above the buried cable route.",Critical,1,0.63,Work Authorisation; Process Safety,Mechanical/Electrical,Absent - work-authorization barrier bypassed for excavation near live infrastructure,"Excavation strikes the buried cable or adjacent pipeline, electrocution or rupture risk","Halt excavation immediately, issue a verified permit before work resumes",Cable-repair excavation along Pipeline ROW River Crossing found procee,Open
OIL-UC-3133,unsafe conditions,24-08-2026,Guwahati Pipeline Station,Metering Skid,Emergency-readiness drill prep,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 76%, test proceeding as scheduled. (flagged during the night-shift audit)",Critical,1,0.73,Process Safety,Mechanical/Pressure,Absent - overpressure protection mismatched to the planned test pressure,Uncontrolled overpressure during hydrostatic testing causes equipment rupture and projectile risk,"Stop the test immediately, verify relief-device rating before resuming",Hydrostatic test rig connected at Metering Skid found with its pressur,Open
OIL-UC-3134,unsafe conditions,11-03-2026,Digboi Refinery,Boiler House,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 106 minutes before being noticed. (flagged during the day-shift handover)",Critical,1,0.69,Energy Isolation,Mechanical/Pressure,Absent - isolation barrier incomplete during safety-critical calibration work,"Uncontrolled release or valve ejection during calibration, technician injury","Stop calibration immediately, complete isolation verification before resuming",SRV (safety relief valve) calibration bench near Boiler House found wi,Resolved
OIL-UC-3135,unsafe conditions,05-11-2024,Offshore Rig-04,Main Deck Crane,Scheduled maintenance walkdown,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 79 lifts. (identified by a contractor supervisor's walkdown)",Critical,1,0.64,Line of Fire; Lifting Operations,Mechanical (suspended load),Degraded - overload-protection barrier unreliable during active lifting,"Crane overload and structural failure or load drop onto personnel, potential fatality","Suspend lifting immediately, recalibrate load-moment indicator before further use",Hook-loaded crane at Main Deck Crane found operating with its load-mom,Open
OIL-UC-3136,unsafe conditions,03-09-2025,Offshore Rig-04,Drill Floor,Emergency-readiness drill prep,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 110 hours during active deck operations. (raised during a joint HSE-operations inspection)",Critical,1,0.66,Line of Fire,Gravity,Absent - hatch retention barrier compromised during active operations,Hatch falls or dislodges onto personnel working below or nearby,"Secure or barricade the hatch immediately, repair locking mechanism before further use",Roustabout hatch/cover at Drill Floor found with a damaged locking mec,Open
OIL-UC-3137,unsafe conditions,30-11-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Pre-operation verification,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 155 hours, maintenance work continuing aboard. (noted by the on-duty area in-charge)",Critical,1,0.71,Emergency Response,Thermal,Absent - fire-detection barrier non-functional aboard a vessel with active maintenance work,"Undetected fire aboard the vessel during maintenance, crew escape delayed",Repair detection system immediately or suspend maintenance until restored,SPM Mooring Buoy Support Vessel found with its fixed fire-detection sy,Open
OIL-UC-3138,unsafe conditions,09-12-2025,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Emergency-readiness drill prep,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 131 times per shift.",Critical,1,0.73,Line of Fire; Safe Driving,Mechanical Motion,Absent - pedestrian/vehicle segregation barrier not provided in a high-traffic yard,"Ground personnel struck by a moving tank truck during yard manoeuvring, potential fatality",Mark and enforce a segregated pedestrian walkway before further movements,TTPA (Tank Truck Parking Area) found without a designated pedestrian w,Resolved
OIL-UC-3139,unsafe conditions,20-05-2026,Guwahati Pipeline Station,Pipeline ROW River Crossing,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 11 metres of the line. (flagged during the night-shift audit)",Critical,1,0.79,Process Safety; Work Authorisation,Chemical/Process,Absent - line-locate verification barrier not enforced ahead of third-party drilling,Drilling pierces the LPG pipeline causing a pressurized release and fire/explosion risk,"Stop drilling immediately, verify line-locate markings, do not resume without a confirmed permit",LPG pipeline route at Pipeline ROW River Crossing found being crossed,Open
OIL-UC-3140,unsafe conditions,27-08-2024,Moran Oilfield,Telescopic Mast Assembly,Audit/compliance walkthrough,"Telescopic mast assembly at Telescopic Mast Assembly found with 139 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",Critical,1,0.72,Line of Fire; Lifting Operations,Mechanical/Gravity,Absent - mast structural integrity compromised before a raise operation,"Mast collapse during raising or drilling operations, potential multiple fatalities","Halt mast operations immediately, replace/inspect pins before any further raise",Telescopic mast assembly at Telescopic Mast Assembly found with 139 st,Open
OIL-UC-3141,unsafe conditions,12-04-2026,Offshore Rig-04,Catwalk / V-Door,Emergency-readiness drill prep,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 29 shifts since. (identified by a contractor supervisor's walkdown)",Critical,1,0.63,Line of Fire,Mechanical/Gravity,Absent - pipe-handling safety interlock bypassed and left in place,"Uncontrolled pipe movement through the V-door strikes a floor hand, potential fatality","Stop catwalk operations, restore interlock, do not resume until function-tested",Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-han,Open
OIL-UC-3142,unsafe conditions,16-07-2024,Digboi Refinery,Reboiler Furnace Bay,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 92 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",Critical,1,0.72,Process Safety,Thermal/Chemical,Absent - flame-failure safety barrier disabled and left off,Undetected flame-out allows unburned hydrocarbon vapor release and re-ignition explosion,"Re-enable flame-failure trip immediately, investigate nuisance-trip cause separately",Reboiler furnace burner management system at Reboiler Furnace Bay foun,Resolved
