python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"During normal production, a worker operated a forklift with seatbelt properly worn and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During routine maintenance, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a night shift, a worker operated a forklift with no seatbelt causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker entered a confined space after confirming safe oxygen levels and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker operated a forklift with seatbelt not worn and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker performed welding bypassing the hot-work permit resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead behind the barricade. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During routine maintenance, a worker worked at height on an elevated platform with a harness and connected lanyard and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During routine maintenance, a worker entered a confined space without testing the atmosphere resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker performed welding with proper hot-work controls and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker operated a forklift wearing the seatbelt and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker stopped the machine, zero energy was verified, and verified zero energy before work. and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker opened an electrical panel after de-energizing and verifying zero voltage and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker performed welding with valid permit and combustibles cleared and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker opened an electrical panel after de-energizing and verifying zero voltage and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker inspected rotating equipment with the protective guard installed and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
Caustic soda injection - worker's eyes exposed. Emergency shower used. But delayed. Vision affected. Worker not wearing goggles. Only safety glasses. Procedure required goggles. Chemical splashed from line. Permanent damage possible.,Unsafe Act,High,SIF,1,Chemical Injection Area,Operations
"During a night shift, a worker operated a forklift using the seatbelt as required and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker inspected rotating equipment with the protective guard installed and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker worked at height on an elevated platform without fall protection and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"While completing an urgent task, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker stood directly below a suspended load without respecting the barricade resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker stood directly below a suspended load inside the exclusion zone resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker remained outside the exclusion zone while a load was suspended overhead behind the barricade. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During routine maintenance, a worker reached into a moving machine bypassing lockout-tagout resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker reached into a moving machine with LOTO not applied and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker remained outside the exclusion zone while a load was suspended overhead behind the barricade. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During normal production, a worker opened an electrical panel while energized and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker inspected rotating equipment without the protective guard causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker worked at height on an elevated platform with a harness and connected lanyard and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker entered a confined space with no gas monitoring and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker inspected rotating equipment with the protective guard installed and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
