report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0604,Pipeline ROW,Process unit startup/shutdown,"During routine checks at Pipeline ROW, Scaffold was altered without inspection tag and toe boards were missing was observed during Process unit startup/shutdown. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.96167916,1,Critical
NM_0160,LPG bottling plant,Wellhead valve maintenance,"During Wellhead valve maintenance at LPG bottling plant, Emergency response delayed. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.038001504,0,Low
NM_0378,Storage depot,Excavation work,"A Work scope had changed but the permit and job safety analysis were not revalidated was identified during Excavation work at Storage depot. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0029226078,0,Low
NM_0514,Refinery unit,Lifting valve actuator,"Near-miss observation: while performing Lifting valve actuator at Refinery unit, the team found that Communication failure. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.9745601,1,Critical
NM_0017,Field office area,Hydrostatic pressure test,A Damaged pallet and unstable load were being raised without a spotter was identified during Hydrostatic pressure test at Field office area. The team corrected it without delay. No work stoppage was required as the risk was minimal.,0.00418856,0,Low
NM_0462,LPG bottling plant,Pipe spool welding,"During Pipe spool welding at LPG bottling plant, Tool inspection missing. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.",0.95023304,1,Critical
NM_0348,Pump station,Hydrostatic pressure test,"During routine checks at Pump station, Isolation not verified was observed during Hydrostatic pressure test. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",0.0063575795,0,Low
NM_0797,Truck loading bay,Night driving to remote site,"During Night driving to remote site at Truck loading bay, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.059087906,0,Low
NM_0332,Storage depot,Forklift pallet handling,"Before/during Forklift pallet handling at Storage depot, Test manifold lacked verified restraint and pressure-release exclusion controls. The job proceeded only after corrective measures. No one was exposed, but the observation required a documented corrective action.",0.011701675,0,Low
NM_0147,Drilling rig,Night driving to remote site,Inspection revealed Spill containment missing during Night driving to remote site at Drilling rig. The area was corrected immediately. The issue was minor and was rectified before it affected the task.,0.016719168,0,Low
NM_0622,Offshore platform,Internal tank inspection,"Inspection revealed Damaged pallet and unstable load were being raised without a spotter during Internal tank inspection at Offshore platform. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.951255,1,Critical
NM_0367,Truck loading bay,Crude transfer vehicle movement,"During routine checks at Truck loading bay, Tool inspection missing was observed during Crude transfer vehicle movement. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.0071039987,0,Low
NM_0051,Maintenance yard,Scaffolding work,"During Scaffolding work at Maintenance yard, Gas testing was overdue and no dedicated fire watch was assigned. The area was corrected immediately. No work stoppage was required as the risk was minimal.",0.0251829,0,Low
NM_0021,Field office area,Compressor troubleshooting,"During routine checks at Field office area, Sample bottle label was unclear and secondary containment was not positioned was observed during Compressor troubleshooting. The area was corrected immediately. The observation was logged and addressed during the same shift.",0.0030633076,0,Low
NM_0636,Field office area,Reversing vehicle operations,"During Reversing vehicle operations at Field office area, Permit missing. The situation had imminent potential for fatality and was escalated immediately. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.055752777,0,Low
NM_0482,Storage depot,Hydrostatic pressure test,"Near-miss observation: while performing Hydrostatic pressure test at Storage depot, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.95363605,1,Critical
